Cod_setor,Cod_Grandes Regiġes,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,,,,,,,,,,
270240505000001,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,288,834,2,9,2,27,836,36,1118464,75,955,84,1164222,94,656,977327,7,953,69,1137259,74,
270240505000002,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,266,880,3,31,2,43,894,23,1218182,86,955,28,1243130,53,497,62,790765,12,815,75,1037325,16
270240505000003,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,286,953,3,33,2,85,795,29,914145,52,899,2,940226,92,517,56,643242,71,837,27,773162,24
270240505000004,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,355,1294,3,65,3,1,838,26,1095680,27,921,31,1127817,5,502,45,710060,3,774,2,883889,8
270240505000005,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,217,775,3,57,3,45,675,340082,37,718,2,330823,28,376,56,237935,595,69,245880,9,,
270240505000006,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,315,999,3,17,2,83,754,14,527039,4,799,84,522408,63,439,5,400178,43,709,94,454868,62
270240505000007,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,352,1124,3,19,2,49,937,59,1306661,4,988,12,1327213,25,560,13,766792,48,835,83,914008,78
270240505000008,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,204,688,3,37,2,11,1168,4,2160331,5,1369,43,2257575,83,636,75,2048599,42,1136,91,3092166,52
270240505000009,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,276,1034,3,75,3,75,506,58,130972,81,541,92,120918,44,264,6,114250,83,441,19,112586,8
270240505000010,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,344,1255,3,65,2,65,507,49,115359,92,522,68,110858,56,282,5,105148,68,446,53,92939,6
270240505000011,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,237,813,3,43,2,33,364,59,63207,12,443,12,41914,94,202,49,62185,34,402,11,43165,8
270240505000012,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,270,1049,3,89,3,37,296,31,57108,59,362,1,45936,88,165,81,48273,9,324,82,42906,68
270240505000013,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,292,1030,3,53,2,76,802,31,661251,71,848,82,660101,89,452,96,391743,26,701,6,432455,6
270240505000014,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,213,861,4,4,3,64,496,55,469708,85,568,63,497052,78,270,77,274405,5,497,28,391647,71
270240505000015,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,368,1396,3,79,3,61,614,66,1006277,87,741,62,1120347,58,330,65,547683,72,616,46,845415,87
270240505000016,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,306,1071,3,5,2,21,1215,21,3219049,92,1286,69,3316767,95,640,2,1586800,77,1067,1,2191030,81
270240505000017,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,206,778,3,78,4,1,345,7,115459,38,433,45,106670,1,211,85,85030,9,398,1,85643,39
270240505000018,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,238,832,3,5,3,1,512,52,369826,64,578,1,379281,27,327,3,352177,87,545,89,468699,58
270240505000019,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,321,1125,3,5,2,69,798,25,1156553,24,842,89,1183692,56,447,87,583561,27,687,3,731114,44
270240505000020,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,293,1031,3,52,2,6,791,52,1031028,51,878,47,1068044,89,451,69,590268,46,760,79,759370,8
270240505000021,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,278,1041,3,74,2,98,520,33,260995,41,580,94,256167,67,288,92,309662,36,523,19,438466,94
270240505000022,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,301,1114,3,7,2,44,635,36,308485,11,700,52,294423,94,386,4,216888,7,591,61,210659,31
270240505000023,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,255,1002,3,93,4,16,312,47,87705,57,379,43,81061,58,175,52,62891,81,336,38,66428,55
270240505000024,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,480,1717,3,58,2,95,487,1,297173,3,596,45,298667,28,275,86,180110,71,493,1,214875,57
270240505000025,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,121,453,3,74,4,26,688,45,649794,2,764,25,663532,47,387,83,406961,3,648,73,511958,82
270240505000026,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,320,1253,3,92,4,32,747,7,1524967,66,836,59,1632270,364,53,791442,27,689,35,1273684,,
270240505000027,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),8,0,136,591,4,35,4,95,79,73,42733,81,433,72,80447,4,51,64,34821,5,474,24,121132,48
270240505000028,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,293,1106,3,77,2,85,490,92,216433,82,575,36,205032,3,289,64,164317,1,500,45,178438,96
270240505000029,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),8,0,94,383,4,7,4,97,287,6,76406,6,321,24,74501,27,160,79,57208,3,319,47,63010,36
270240505000030,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,90,336,3,73,4,22,426,3,158499,79,473,67,153614,55,250,19,118930,97,420,56,128324,89
270240505000031,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,299,1071,3,58,2,66,514,8,292578,33,652,22,281000,69,262,84,181162,68,527,5,224067,96
270240505000032,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,165,575,3,48,1,73,660,56,599961,53,886,11,604998,89,355,83,363522,51,778,6,466856,7
270240505000033,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,299,1013,3,39,2,18,879,3,654881,7,984,39,629567,25,486,7,479911,3,886,73,520309,88
270240505000034,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),6,0,65,248,3,82,3,34,1719,66,2206141,2,1802,87,2162164,8,808,53,1343455,68,1424,55,1490658,57
270240505000035,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,145,588,4,6,3,68,401,57,165498,98,576,5,136456,55,244,28,127787,7,526,62,126795,92
270240505000036,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,234,766,3,27,2,38,449,74,222058,27,568,85,213063,76,266,86,176553,42,504,25,214015,57
270240505000037,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),8,0,164,651,3,97,5,32,457,4,211760,81,547,54,204081,28,228,67,120448,46,455,6,136729,38
270240505000038,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,297,1030,3,47,2,28,517,6,213170,51,640,53,184939,71,365,14,252634,53,644,89,265806,32
270240505000039,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),8,0,209,867,4,15,4,89,188,61,173583,35,563,13,309305,74,111,17,82753,71,524,73,174203,46
270240505000040,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,86,290,3,37,1,91,462,84,206391,67,594,9,186650,36,294,71,196489,92,534,84,228394,68
270240505000041,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,62,264,4,26,4,59,149,16,44115,6,330,29,37628,88,105,85,31796,74,269,57,36909,33
270240505000042,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,60,311,5,18,6,32,245,92,40189,16,283,75,35547,64,132,71,37537,88,289,9,36418,99
270240505000043,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,59,226,3,83,6,28,194,29,65265,73,458,52,31521,76,134,8,46558,66,360,2,43167,19
270240505000044,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,221,709,3,21,2,69,821,59,490922,2,856,47,481847,42,518,7,559528,21,776,79,637641,46
270240505000045,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,195,709,3,64,2,87,1304,7,4705324,2,1353,28,4815366,21,675,37,1903529,13,1048,33,2565390,55
270240505000046,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,218,835,3,83,3,57,326,48,133055,73,508,38,114582,34,192,49,94104,15,444,3,105368,23
270240505000047,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,195,766,3,93,3,37,345,35,240284,69,495,18,270559,82,177,22,115293,3,409,39,171505,24
270240505000048,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,326,1168,3,58,2,72,654,9,458666,29,735,29,455891,39,397,85,333857,24,633,52,382396,25
270240505000049,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,245,867,3,54,3,33,808,97,779781,95,858,784997,53,466,75,470446,56,732,32,543793,32,
270240505000050,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,214,700,3,27,2,18,923,2323380,2,1079,36,2549430,72,645,65,1211054,81,966,86,1503722,19,
270240505000051,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,197,761,3,86,3,47,359,89,218911,48,437,65,232260,35,220,27,121244,19,397,4,148430,94
270240505000052,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,194,730,3,76,2,95,542,56,855497,51,779,67,1045917,86,410,81,478356,3,731,56,617619,37
270240505000053,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),1,0,297,1160,3,91,3,49,557,67,298948,35,632,17,291761,58,309,94,187933,66,518,4,206302,3
270240505000054,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,167,661,3,96,5,6,394,8,116002,4,506,25,92052,3,247,46,128763,34,487,86,136598,9
270240505000055,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,202,804,3,98,4,45,299,83,98052,21,445,34,80709,22,172,1,66770,3,389,18,66551,31
270240505000056,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),5,0,165,583,3,53,3,38,667,53,2102061,2,902,8,2634911,3,411,23,1142327,31,877,53,2032427,6
270240505000057,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27002,Alagoana do Serto do So Francisco,0,Municípios no pertencentes a estrutura de RM,2702405,DELMIRO GOUVEIA,270240505,DELMIRO GOUVEIA,27024050500,DELMIRO GOUVEIA,2702405000,DELMIRO GOUVEIA (todos os setores),8,0,190,715,3,76,3,38,198,9,72532,87,442,8,53553,52,132,28,54299,4,368,31,64303,7
270250405000001,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),1,0,285,875,3,7,2,63,716,54,437852,88,770,62,429191,77,422,98,355312,22,670,62,397351,54
270250405000002,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),1,0,411,1366,3,32,3,23,414,94,188791,93,519,94,181951,12,233,7,127315,37,451,3,147725,76
270250405000003,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),1,0,400,1417,3,54,2,6,440,54,1147439,53,554,14,1381105,75,235,54,473685,61,481,28,850302,93
270250405000004,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),1,0,418,1423,3,4,3,13,429,3,148141,23,466,9,143676,68,239,7,104244,9,385,57,111648,51
270250405000005,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),8,0,106,460,4,34,4,28,203,56,51108,67,337,14,39429,65,106,3,36532,4,329,35,39753,17
270250405000006,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),8,0,257,1072,4,17,6,7,362,44,143572,17,425,33,141727,28,207,33,123622,44,370,61,160546,54
270250405000007,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),5,0,109,415,3,81,5,4,476,55,175212,6,519,44,168637,44,236,51,136154,31,440,71,163866,62
270250405000008,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),8,0,168,679,4,4,5,5,280,33,120600,47,511,9,101475,43,170,19,83402,28,412,44,102289,41
270250405000009,2,Região Nordeste,27,Alagoas,2701,Serto Alagoano,27003,Santana do Ipanema,0,Municípios no pertencentes a estrutura de RM,2702504,DOIS RIACHOS,270250405,DOIS RIACHOS,27025040500,DOIS RIACHOS,2702504000,DOIS RIACHOS (todos os setores),8,0,267,990,3,71,3,43,320,17,29585,31,343,32,23754,52,158,8,39789,6,290,96,34560,64
